EGAP(s),# EGAPs fixed,# Hits on fixed code,Energy (before fix),Energy (after fix),Time (before fix),Time (after fix),# Total method calls,# Diff. method calls
Recycle,1,0,32212.015410500007,59909.0,32158.360803500003,59986.0,72,8
Recycle,1,0,32376.61490600002,59924.0,32480.988905499977,60029.0,72,8
Recycle,1,0,32402.69847299998,59930.0,34399.459806999985,60093.0,72,8
Recycle,1,0,32581.13337849999,60024.0,34515.07774349998,60094.0,72,8
Recycle,1,0,32690.461188499987,60135.0,34906.89982199999,60141.0,72,8
Recycle,1,0,33432.68493299998,60196.0,35126.64068849999,60177.0,72,8
Recycle,1,0,34128.395275999996,60207.0,35310.96431900001,60224.0,72,8
Recycle,1,0,34205.47604800004,60211.0,35426.4768615,60231.0,72,8
Recycle,1,0,35303.73799650002,60221.0,35521.02215699999,60287.0,72,8
Recycle,1,0,35352.684799999995,60222.0,35545.73162199999,60325.0,72,8
Recycle,1,0,35366.291124499985,60229.0,35553.26606700002,60327.0,72,8
Recycle,1,0,35432.223801500004,60281.0,35631.42216650001,60329.0,72,8
Recycle,1,0,35444.76520649999,60294.0,35824.11801,60337.0,72,8
Recycle,1,0,35445.867783999995,60321.0,35921.060625499966,60393.0,72,8
Recycle,1,0,35494.3523,60334.0,36005.59540649999,60396.0,72,8
Recycle,1,0,35495.52058999999,60389.0,36031.73225949999,60429.0,72,8
Recycle,1,0,35794.02168800002,60423.0,36120.510794999995,60434.0,72,8
Recycle,1,0,35889.88587300004,60436.0,36243.41615249999,60443.0,72,8
Recycle,1,0,36111.4323555,60462.0,36306.95577250002,60471.0,72,8
Recycle,1,0,36170.089662000006,60478.0,36595.81488599998,60493.0,72,8
Recycle,1,0,36175.31654350001,60529.0,36679.335007500005,60493.0,72,8
Recycle,1,0,36636.55962949998,60536.0,37018.292994,60515.0,72,8
Recycle,1,0,36858.598722000024,60625.0,38401.6697205,60690.0,72,8
