EGAP(s),# EGAPs 'ObsoleteLayoutParam' fixed,# Hits on 'ObsoleteLayoutParam' fixed code,Energy (before fix),Energy (after fix),Time (before fix),Time (after fix),# Total method calls,# Diff. method calls
ObsoleteLayoutParam,6,6,10852.456771000001,7837.0,8839.4605135,7781.0,8,3
ObsoleteLayoutParam,6,6,10980.110149500002,7927.0,8887.0137615,7837.0,8,3
ObsoleteLayoutParam,6,6,11008.458694500001,7932.0,9010.643343000003,8032.0,8,3
ObsoleteLayoutParam,6,6,11057.700698,7935.0,9064.341211000003,8085.000000000001,8,3
ObsoleteLayoutParam,6,6,11093.530405499998,7938.0,9065.210297000001,8147.0,8,3
ObsoleteLayoutParam,6,6,11137.741498000005,7997.0,9198.3082945,8222.0,8,3
ObsoleteLayoutParam,6,6,11182.832705499999,8006.0,9249.436199500004,8238.0,8,3
ObsoleteLayoutParam,6,6,11214.574153500002,8032.999999999999,9254.389117499999,8337.0,8,3
ObsoleteLayoutParam,6,6,11242.369251000002,8034.000000000001,9305.675874999999,8340.0,8,3
ObsoleteLayoutParam,6,6,11262.210387500001,8035.0,9391.307947999996,8386.0,8,3
ObsoleteLayoutParam,6,6,11289.444045999999,8041.0,9411.151336500001,8430.0,8,3
ObsoleteLayoutParam,6,6,11416.047852999996,8042.999999999999,9474.471641499998,8432.0,8,3
ObsoleteLayoutParam,6,6,11438.639886499997,8044.000000000001,9507.616766,8435.0,8,3
ObsoleteLayoutParam,6,6,11502.056216499997,8093.0,9544.387081000004,8436.0,8,3
ObsoleteLayoutParam,6,6,11572.989861999999,8122.0,9547.182620000001,8436.0,8,3
ObsoleteLayoutParam,6,6,11801.460879999997,8125.999999999999,9573.030552999997,8440.0,8,3
ObsoleteLayoutParam,6,6,11845.593444500002,8131.0,9694.3999155,8441.0,8,3
ObsoleteLayoutParam,6,6,11846.887225999999,8135.0,9761.731789,8442.0,8,3
ObsoleteLayoutParam,6,6,11856.625974500002,8135.0,9823.276495499998,8459.0,8,3
ObsoleteLayoutParam,6,6,11901.291476499995,8135.999999999999,11056.779150999999,8531.0,8,3
ObsoleteLayoutParam,6,6,11999.840636500001,8140.000000000001,11219.555424499997,8532.0,8,3
ObsoleteLayoutParam,6,6,12022.909369500005,8154.0,11287.170953000003,8548.0,8,3
ObsoleteLayoutParam,6,6,12144.268751500002,8231.0,11486.009252999998,8624.0,8,3
ObsoleteLayoutParam,6,6,12147.182549999996,8231.0,11662.069341499997,8634.0,8,3
ObsoleteLayoutParam,6,6,12606.913742999997,8285.0,12489.225255000001,8677.0,8,3
ObsoleteLayoutParam,6,6,10433.736005500003,8329.0,8289.660390500001,8730.0,2,2
ObsoleteLayoutParam,6,6,10517.266557000004,8379.0,8454.892772499998,8779.0,2,2
ObsoleteLayoutParam,6,6,10547.355684999995,8389.0,8589.851589000004,8782.0,2,2
ObsoleteLayoutParam,6,6,10555.7514025,8404.0,8624.992741499997,8801.0,2,2
ObsoleteLayoutParam,6,6,10588.278494,8422.0,8645.471678000005,8832.0,2,2
ObsoleteLayoutParam,6,6,10601.936609,8432.0,8676.863801500002,8833.0,2,2
ObsoleteLayoutParam,6,6,10634.673180500004,8434.0,8714.053835000002,8835.0,2,2
ObsoleteLayoutParam,6,6,10652.624054,8436.0,8766.027266000001,8882.0,2,2
ObsoleteLayoutParam,6,6,10669.795009500001,8436.0,8776.216856999998,8885.0,2,2
ObsoleteLayoutParam,6,6,10734.386037,8437.0,8819.085231000003,8891.0,2,2
ObsoleteLayoutParam,6,6,10807.694753000003,8486.0,8824.723008999998,8929.0,2,2
ObsoleteLayoutParam,6,6,10819.311527000002,8529.0,8871.560544000002,8932.0,2,2
ObsoleteLayoutParam,6,6,10874.770695000005,8529.0,8889.673608000001,8939.0,2,2
ObsoleteLayoutParam,6,6,10882.8035515,8532.0,8932.751121500003,8939.0,2,2
ObsoleteLayoutParam,6,6,10907.389752000003,8539.0,9038.211440000005,8939.0,2,2
ObsoleteLayoutParam,6,6,10961.555970000007,8541.0,9147.6963995,8990.0,2,2
ObsoleteLayoutParam,6,6,11043.885289000003,8573.0,9168.607924499998,8993.0,2,2
ObsoleteLayoutParam,6,6,11075.2930325,8586.0,9224.379591,9009.0,2,2
ObsoleteLayoutParam,6,6,11110.707813500005,8587.0,9291.046390000001,9030.0,2,2
ObsoleteLayoutParam,6,6,11170.134326000001,8588.0,9404.1144465,9035.0,2,2
ObsoleteLayoutParam,6,6,11303.8674365,8644.0,9470.040771,9036.0,2,2
ObsoleteLayoutParam,6,6,11389.856195500002,8654.0,9570.549071500003,9036.0,2,2
ObsoleteLayoutParam,6,6,11588.351326000002,8689.0,9583.5399985,9042.0,2,2
ObsoleteLayoutParam,6,6,11929.2109545,8700.0,9699.794204999998,9123.0,2,2
ObsoleteLayoutParam,6,6,15019.822014499998,8739.0,12733.345574500001,9137.0,2,2
ObsoleteLayoutParam,6,6,9210.122134000003,9393.0,9109.575815999999,9741.0,2,2
ObsoleteLayoutParam,6,6,9259.356356000004,9433.0,9185.434317000003,9742.0,2,2
ObsoleteLayoutParam,6,6,9262.643016500004,9438.0,9188.2771355,9744.0,2,2
ObsoleteLayoutParam,6,6,9344.119132500004,9441.0,9193.742998000002,9790.0,2,2
ObsoleteLayoutParam,6,6,9408.262539500005,9444.0,9223.952289,9790.0,2,2
ObsoleteLayoutParam,6,6,9484.526517499999,9504.0,9305.477035000004,9835.0,2,2
ObsoleteLayoutParam,6,6,9491.152124999999,9522.0,9330.676861000002,9836.0,2,2
ObsoleteLayoutParam,6,6,9494.809066000002,9533.0,9355.953610000002,9839.0,2,2
ObsoleteLayoutParam,6,6,9697.330063000001,9536.0,9366.0087655,9842.0,2,2
ObsoleteLayoutParam,6,6,10953.461314000002,9539.0,9377.949849500003,9844.0,2,2
ObsoleteLayoutParam,6,6,11301.421582000006,9542.0,9390.988876000003,9846.0,2,2
ObsoleteLayoutParam,6,6,11338.665990500001,9542.0,9483.793622500001,9884.0,2,2
ObsoleteLayoutParam,6,6,11398.655873500004,9578.0,9487.544656499997,9888.0,2,2
ObsoleteLayoutParam,6,6,11460.474810999998,9664.0,9501.420865499998,9937.0,2,2
ObsoleteLayoutParam,6,6,11532.812346000006,9737.0,9511.920317999999,9939.0,2,2
ObsoleteLayoutParam,6,6,11549.588491999999,9786.0,9529.888405000002,9942.0,2,2
ObsoleteLayoutParam,6,6,11573.434416,9873.0,9607.0381655,9943.0,2,2
ObsoleteLayoutParam,6,6,11593.351651999998,9938.0,9632.835915500003,9943.0,2,2
ObsoleteLayoutParam,6,6,11679.400907,9941.0,9635.153385,9944.0,2,2
ObsoleteLayoutParam,6,6,11775.766845000002,9971.0,9640.540637499998,9946.0,2,2
ObsoleteLayoutParam,6,6,11781.013964500002,9989.0,9661.223526000003,9949.0,2,2
ObsoleteLayoutParam,6,6,11999.205792999996,9990.0,9847.130226999996,9984.0,2,2
ObsoleteLayoutParam,6,6,12257.454866999997,10034.0,9847.770699499999,9988.0,2,2
ObsoleteLayoutParam,6,6,12295.791915000002,10036.0,9937.840784000004,10033.0,2,2
ObsoleteLayoutParam,6,6,17612.684545999993,10039.0,10085.371874499999,10042.0,2,2
ObsoleteLayoutParam,6,6,8669.280230000002,7880.0,8441.862986,8329.0,2,2
ObsoleteLayoutParam,6,6,8701.3405765,7880.0,8445.101353499998,8330.0,2,2
ObsoleteLayoutParam,6,6,8762.277881999998,7883.0,8579.050775000002,8331.0,2,2
ObsoleteLayoutParam,6,6,8861.181178,7896.0,8595.792864,8333.0,2,2
ObsoleteLayoutParam,6,6,8890.432214000002,7906.0,8640.866215999999,8335.0,2,2
ObsoleteLayoutParam,6,6,8988.025207999997,7923.0,8652.3370505,8336.0,2,2
ObsoleteLayoutParam,6,6,10239.682857500004,7933.0,8682.500766000001,8386.0,2,2
ObsoleteLayoutParam,6,6,10425.777002000003,7957.0,8735.9269755,8391.0,2,2
ObsoleteLayoutParam,6,6,10439.115120999997,8026.999999999999,8737.7614615,8404.0,2,2
ObsoleteLayoutParam,6,6,10519.102237000001,8029.0,8764.471027499998,8428.0,2,2
ObsoleteLayoutParam,6,6,10581.459602500005,8029.999999999999,8785.084435000002,8430.0,2,2
ObsoleteLayoutParam,6,6,10585.091228500001,8032.0,8801.095512500002,8430.0,2,2
ObsoleteLayoutParam,6,6,10602.961492999999,8035.0,8802.108460000003,8432.0,2,2
ObsoleteLayoutParam,6,6,10645.741984500004,8048.999999999999,8814.035067,8433.0,2,2
ObsoleteLayoutParam,6,6,10721.643637499998,8083.0,8840.0243745,8434.0,2,2
ObsoleteLayoutParam,6,6,10762.443828,8131.0,8853.7582125,8530.0,2,2
ObsoleteLayoutParam,6,6,10825.999358,8137.0,8893.356071999997,8530.0,2,2
ObsoleteLayoutParam,6,6,10827.385762999998,8144.0,8899.538012500001,8533.0,2,2
ObsoleteLayoutParam,6,6,10850.5037975,8183.0,8929.687794,8535.0,2,2
ObsoleteLayoutParam,6,6,10949.194161500001,8331.0,8964.167094499999,8535.0,2,2
ObsoleteLayoutParam,6,6,11007.759689,8375.0,9007.396751499999,8590.0,2,2
ObsoleteLayoutParam,6,6,11119.7387995,8422.0,9037.0143315,8632.0,2,2
ObsoleteLayoutParam,6,6,11126.343596999997,8432.0,9050.494082500001,8685.0,2,2
ObsoleteLayoutParam,6,6,11144.8685,8432.0,9150.605761000003,8720.0,2,2
ObsoleteLayoutParam,6,6,11386.7931205,8439.0,9274.579841499999,8730.0,2,2
ObsoleteLayoutParam,6,6,10289.875746000002,9536.0,10310.258005,9944.0,2,2
ObsoleteLayoutParam,6,6,10429.238980000002,9590.0,10529.146954499998,9944.0,2,2
ObsoleteLayoutParam,6,6,10709.486016500001,9593.0,10533.957826,9948.0,2,2
ObsoleteLayoutParam,6,6,10749.764712499997,9594.0,10567.239059499998,9985.0,2,2
ObsoleteLayoutParam,6,6,11264.474317500004,9630.0,10606.9198315,10017.0,2,2
ObsoleteLayoutParam,6,6,12802.759520499998,9636.0,10610.995420000003,10040.0,2,2
ObsoleteLayoutParam,6,6,12818.050553000001,9638.0,10616.5493425,10075.0,2,2
ObsoleteLayoutParam,6,6,12897.709431500001,9645.0,10640.494161499997,10086.0,2,2
ObsoleteLayoutParam,6,6,12904.861468,9654.0,10683.746541499999,10095.0,2,2
ObsoleteLayoutParam,6,6,12952.027436999997,9678.0,10702.771680000005,10139.0,2,2
ObsoleteLayoutParam,6,6,13052.372088000002,9733.0,10720.150440500007,10140.0,2,2
ObsoleteLayoutParam,6,6,13095.132059499996,9737.0,10737.2209,10140.0,2,2
ObsoleteLayoutParam,6,6,13143.6478475,9737.0,10739.175195499998,10141.0,2,2
ObsoleteLayoutParam,6,6,13148.584152499998,9740.0,10744.970688000001,10142.0,2,2
ObsoleteLayoutParam,6,6,13195.483403499999,9746.0,10782.210078999999,10143.0,2,2
ObsoleteLayoutParam,6,6,13218.9827305,9753.0,10821.173992999999,10225.0,2,2
ObsoleteLayoutParam,6,6,13220.935915500002,9794.0,10830.498149500003,10232.0,2,2
ObsoleteLayoutParam,6,6,13300.928999000002,9837.0,10934.630033000001,10236.0,2,2
ObsoleteLayoutParam,6,6,13354.175654000004,9838.0,10962.498438000002,10239.0,2,2
ObsoleteLayoutParam,6,6,13385.260337499994,9887.0,10963.927950000003,10240.0,2,2
ObsoleteLayoutParam,6,6,13485.574076,9937.0,11104.0125305,10290.0,2,2
ObsoleteLayoutParam,6,6,13532.888426500003,9939.0,11129.401064999996,10316.0,2,2
ObsoleteLayoutParam,6,6,13538.885808000003,9941.0,11147.337328500003,10337.0,2,2
ObsoleteLayoutParam,6,6,13623.082447,10132.0,11297.751985499995,10391.0,2,2
ObsoleteLayoutParam,6,6,13650.745105500004,10153.0,11317.477748000001,10394.0,2,2
ObsoleteLayoutParam,12,12,8293.377004500006,7879.0,6391.4424835000045,9129.0,20,11
ObsoleteLayoutParam,12,12,8422.9051175,7932.0,6422.958291000001,9132.0,20,11
ObsoleteLayoutParam,12,12,8463.315852500004,7983.0,6428.440632,9135.0,20,11
ObsoleteLayoutParam,12,12,8483.166792999997,8026.0,6497.595090500001,9137.0,20,11
ObsoleteLayoutParam,12,12,8516.424317000003,8031.000000000001,6498.041721,9137.0,20,11
ObsoleteLayoutParam,12,12,8535.674487499999,8032.999999999999,6513.211947000002,9150.0,20,11
ObsoleteLayoutParam,12,12,8620.940906000002,8131.0,6519.102590999998,9181.0,20,11
ObsoleteLayoutParam,12,12,8682.703653999994,8177.0,6533.931906000002,9207.0,20,11
ObsoleteLayoutParam,12,12,8686.013273,8180.999999999999,6553.795029000001,9231.0,20,11
ObsoleteLayoutParam,12,12,8691.399409000001,8239.0,6574.850633999999,9237.0,20,11
ObsoleteLayoutParam,12,12,8698.395417999998,8330.0,6575.233020000001,9238.0,20,11
ObsoleteLayoutParam,12,12,8703.077273500001,8334.0,6585.345819500002,9239.0,20,11
ObsoleteLayoutParam,12,12,8714.115277,8339.0,6588.110782000001,9240.0,20,11
ObsoleteLayoutParam,12,12,8722.0168555,8355.0,6596.464843999998,9242.0,20,11
ObsoleteLayoutParam,12,12,8808.003824999998,8384.0,6605.144007999999,9243.0,20,11
ObsoleteLayoutParam,12,12,8821.727253000003,8385.0,6606.557692,9283.0,20,11
ObsoleteLayoutParam,12,12,10167.0562295,8387.0,6616.603594999997,9322.0,20,11
ObsoleteLayoutParam,12,12,10313.170807000002,8429.0,6650.010381499997,9324.0,20,11
ObsoleteLayoutParam,12,12,10348.021920999998,8431.0,6656.296742,9326.0,20,11
ObsoleteLayoutParam,12,12,10435.936016,8435.0,6663.681362,9336.0,20,11
ObsoleteLayoutParam,12,12,10443.033958000002,8441.0,6677.0018305,9346.0,20,11
ObsoleteLayoutParam,12,12,10546.702267500004,8480.0,6703.009277000001,9434.0,20,11
ObsoleteLayoutParam,12,12,10601.372674499999,8480.0,6708.048018500001,9442.0,20,11
ObsoleteLayoutParam,12,12,10634.959075499999,8482.0,6812.0124075,9443.0,20,11
ObsoleteLayoutParam,12,12,10709.872782000004,8530.0,6831.314364999999,9544.0,20,11
ObsoleteLayoutParam,12,12,6379.411540500001,8740.0,6352.419707999998,9532.0,20,11
ObsoleteLayoutParam,12,12,6480.252838999998,8781.0,6419.4443255,9543.0,20,11
ObsoleteLayoutParam,12,12,6577.492543499999,8782.0,6456.258034500003,9549.0,20,11
ObsoleteLayoutParam,12,12,6585.023648499999,8804.0,6457.3724575,9550.0,20,11
ObsoleteLayoutParam,12,12,6600.056839000001,8832.0,6498.3199385,9586.0,20,11
ObsoleteLayoutParam,12,12,6613.993252000002,8835.0,6521.8925585,9588.0,20,11
ObsoleteLayoutParam,12,12,6628.130203000001,8926.0,6523.7454445,9600.0,20,11
ObsoleteLayoutParam,12,12,6640.911780499999,8929.0,6543.131319499997,9629.0,20,11
ObsoleteLayoutParam,12,12,6685.9978235,8931.0,6569.068407500002,9633.0,20,11
ObsoleteLayoutParam,12,12,6698.0078484999985,8931.0,6573.709968500001,9633.0,20,11
ObsoleteLayoutParam,12,12,6722.325122000001,9541.0,6586.050379,9638.0,20,11
ObsoleteLayoutParam,12,12,6724.72932,9635.0,6613.558938000002,9639.0,20,11
ObsoleteLayoutParam,12,12,6756.899486500001,9645.0,6615.6308435,9646.0,20,11
ObsoleteLayoutParam,12,12,6787.923674,9676.0,6638.874493499999,9714.0,20,11
ObsoleteLayoutParam,12,12,6820.276146000002,9736.0,6639.753054000002,9734.0,20,11
ObsoleteLayoutParam,12,12,8256.054343499998,9736.0,6671.708449999999,9736.0,20,11
ObsoleteLayoutParam,12,12,8491.040005000003,9740.0,6701.026403500001,9736.0,20,11
ObsoleteLayoutParam,12,12,8574.917619999998,9743.0,6707.754114500001,9737.0,20,11
ObsoleteLayoutParam,12,12,8688.4536455,9744.0,6748.373053999999,9739.0,20,11
ObsoleteLayoutParam,12,12,8697.835551499998,9791.0,6768.1584619999985,9749.0,20,11
ObsoleteLayoutParam,12,12,8738.997148499999,9805.0,6781.0050395,9785.0,20,11
ObsoleteLayoutParam,12,12,8742.058832499997,9841.0,6782.282612499999,9789.0,20,11
ObsoleteLayoutParam,12,12,8856.603822000001,9842.0,6842.228764999999,9831.0,20,11
ObsoleteLayoutParam,12,12,8893.811021500002,10035.0,6989.791054500002,9835.0,20,11
ObsoleteLayoutParam,12,12,9167.650062000002,10226.0,8404.024056,9934.0,20,11
ObsoleteLayoutParam,12,12,6463.561845500002,10527.0,6507.677947499998,10535.0,20,11
ObsoleteLayoutParam,12,12,6476.928346,10543.0,6519.0138824999985,10586.0,20,11
ObsoleteLayoutParam,12,12,6565.1197569999995,10547.0,6519.4323625,10640.0,20,11
ObsoleteLayoutParam,12,12,6614.684591500002,10585.0,6578.467335999999,10641.0,20,11
ObsoleteLayoutParam,12,12,6615.830288000001,10587.0,6587.100286,10642.0,20,11
ObsoleteLayoutParam,12,12,6631.124068500002,10589.0,6598.2970669999995,10646.0,20,11
ObsoleteLayoutParam,12,12,6671.472775000002,10637.0,6603.516829500004,10651.0,20,11
ObsoleteLayoutParam,12,12,6671.962381999999,10643.0,6613.06956,10689.0,20,11
ObsoleteLayoutParam,12,12,6683.620383999998,10643.0,6633.531534999999,10732.0,20,11
ObsoleteLayoutParam,12,12,6701.7940735,10651.0,6664.609212000002,10736.0,20,11
ObsoleteLayoutParam,12,12,6705.822514499997,10684.0,6674.932987500002,10737.0,20,11
ObsoleteLayoutParam,12,12,6714.323686499999,10739.0,6675.503111499998,10738.0,20,11
ObsoleteLayoutParam,12,12,6720.561819500002,10742.0,6697.333991999998,10741.0,20,11
ObsoleteLayoutParam,12,12,6723.3171655000015,10751.0,6707.915551500001,10748.0,20,11
ObsoleteLayoutParam,12,12,6730.096966499998,10779.0,6767.955053500002,10748.0,20,11
ObsoleteLayoutParam,12,12,6747.4310435000025,10791.0,6797.164712499999,10782.0,20,11
ObsoleteLayoutParam,12,12,6749.6009975,10796.0,6833.20358,10790.0,20,11
ObsoleteLayoutParam,12,12,6811.610051499999,10802.0,6849.118918999999,10791.0,20,11
ObsoleteLayoutParam,12,12,6816.822539499999,10818.0,6854.745338500001,10842.0,20,11
ObsoleteLayoutParam,12,12,6817.027330499998,10825.0,6856.520753000001,10843.0,20,11
ObsoleteLayoutParam,12,12,6836.062059499998,10840.0,6888.729726500003,10903.0,20,11
ObsoleteLayoutParam,12,12,6860.2211819999975,10841.0,6928.534905499998,10937.0,20,11
ObsoleteLayoutParam,12,12,6912.950406000001,10841.0,6959.5725760000005,10992.0,20,11
ObsoleteLayoutParam,12,12,6965.003795500001,10990.0,6970.036022000002,11096.0,20,11
ObsoleteLayoutParam,12,12,7004.763864499999,11038.0,7069.168938499998,11140.0,20,11
ObsoleteLayoutParam,12,12,6264.3407910000005,8984.0,6246.017295999998,8941.0,110,23
ObsoleteLayoutParam,12,12,6274.007989999998,8995.0,6265.676072,9018.0,110,23
ObsoleteLayoutParam,12,12,6275.490543500003,9032.0,6297.031333499999,9036.0,110,23
ObsoleteLayoutParam,12,12,6298.185507499999,9080.0,6302.8218425,9036.0,110,23
ObsoleteLayoutParam,12,12,6307.432075999999,9083.0,6323.7719245,9037.0,110,23
ObsoleteLayoutParam,12,12,6333.6352865,9128.0,6342.299295500004,9123.0,110,23
ObsoleteLayoutParam,12,12,6347.1330290000005,9131.0,6342.698183000001,9125.0,110,23
ObsoleteLayoutParam,12,12,6371.440872000002,9135.0,6372.034411,9140.0,110,23
ObsoleteLayoutParam,12,12,6389.712930499999,9178.0,6383.1131615,9142.0,110,23
ObsoleteLayoutParam,12,12,6400.587659500002,9186.0,6394.860292500001,9142.0,110,23
ObsoleteLayoutParam,12,12,6415.3223825,9190.0,6416.9861405,9182.0,110,23
ObsoleteLayoutParam,12,12,6435.193004,9227.0,6449.028633999997,9183.0,110,23
ObsoleteLayoutParam,12,12,6443.551109499998,9233.0,6461.605936000002,9186.0,110,23
ObsoleteLayoutParam,12,12,6499.75938,9238.0,6476.2085775000005,9230.0,110,23
ObsoleteLayoutParam,12,12,6511.985236999998,9240.0,6482.810318499998,9231.0,110,23
ObsoleteLayoutParam,12,12,6522.5347249999995,9252.0,6512.349519,9232.0,110,23
ObsoleteLayoutParam,12,12,6522.558743000003,9285.0,6517.053939499998,9234.0,110,23
ObsoleteLayoutParam,12,12,6527.095502000002,9291.0,6518.7729255,9260.0,110,23
ObsoleteLayoutParam,12,12,6561.218930999999,9331.0,6590.770660999999,9285.0,110,23
ObsoleteLayoutParam,12,12,6640.255846499998,9337.0,6608.269184,9313.0,110,23
ObsoleteLayoutParam,12,12,6686.062053499999,9347.0,6621.496808999999,9318.0,110,23
ObsoleteLayoutParam,12,12,6717.831059500001,9430.0,6626.778020500002,9434.0,110,23
ObsoleteLayoutParam,12,12,6752.419263499996,9434.0,6632.1044809999985,9494.0,110,23
ObsoleteLayoutParam,12,12,6856.867654499999,9486.0,6667.798215499999,9639.0,110,23
ObsoleteLayoutParam,12,12,8145.068778500003,9544.0,7986.332669,9722.0,110,23
ObsoleteLayoutParam,12,12,7668.5001905,10699.0,7627.059961999998,10636.0,20,11
ObsoleteLayoutParam,12,12,7671.128173000003,10705.0,7696.735583499999,10647.0,20,11
ObsoleteLayoutParam,12,12,7725.4339775,10739.0,7700.136856999999,10737.0,20,11
ObsoleteLayoutParam,12,12,7732.606391,10771.0,7721.856378500001,10741.0,20,11
ObsoleteLayoutParam,12,12,7733.09175,10833.0,7731.840901500001,10744.0,20,11
ObsoleteLayoutParam,12,12,7737.090230000003,10838.0,7747.907986500001,10744.0,20,11
ObsoleteLayoutParam,12,12,7752.686078500001,10840.0,7748.589600499999,10750.0,20,11
ObsoleteLayoutParam,12,12,7775.143370500002,10843.0,7785.065989499999,10802.0,20,11
ObsoleteLayoutParam,12,12,7781.5661545,10849.0,7788.768559999998,10809.0,20,11
ObsoleteLayoutParam,12,12,7786.0689095,10887.0,7801.970122500003,10839.0,20,11
ObsoleteLayoutParam,12,12,7793.495798000002,10889.0,7804.794368500002,10843.0,20,11
ObsoleteLayoutParam,12,12,7795.877281,10941.0,7833.6716774999995,10843.0,20,11
ObsoleteLayoutParam,12,12,7811.838162499998,10943.0,7840.188300500001,10845.0,20,11
ObsoleteLayoutParam,12,12,7822.218082999996,10945.0,7859.533513999999,10848.0,20,11
ObsoleteLayoutParam,12,12,7859.445841000002,10946.0,7864.1272645,10850.0,20,11
ObsoleteLayoutParam,12,12,7877.9239414999965,10949.0,7904.0984465,10901.0,20,11
ObsoleteLayoutParam,12,12,7883.587987999998,10950.0,7946.3189715,10942.0,20,11
ObsoleteLayoutParam,12,12,7890.551050000002,10951.0,7947.648888999998,10950.0,20,11
ObsoleteLayoutParam,12,12,7899.889331,10997.0,7957.736822999998,10956.0,20,11
ObsoleteLayoutParam,12,12,7954.643744,11002.0,8010.3483875,10988.0,20,11
ObsoleteLayoutParam,12,12,7957.529014999998,11022.0,8020.6071360000005,10990.0,20,11
ObsoleteLayoutParam,12,12,7995.597089499996,11040.0,8022.999590000001,10991.0,20,11
ObsoleteLayoutParam,12,12,7996.689926499999,11098.0,8030.112543000001,11127.0,20,11
ObsoleteLayoutParam,12,12,8128.480131500001,11129.0,8046.400118999998,11150.0,20,11
ObsoleteLayoutParam,12,12,8275.0032295,11152.0,8084.9268885,11305.0,20,11
ObsoleteLayoutParam,117,117,6976.3801754999995,8429.0,7059.471103,9134.0,3,3
ObsoleteLayoutParam,117,117,7061.819796500004,8640.0,7169.279577500001,9187.0,3,3
ObsoleteLayoutParam,117,117,7130.1776720000025,8992.0,7172.987468,9191.0,3,3
ObsoleteLayoutParam,117,117,7135.002795499998,9226.0,7196.740943000001,9228.0,3,3
ObsoleteLayoutParam,117,117,7143.327092499998,9236.0,7207.713771499998,9232.0,3,3
ObsoleteLayoutParam,117,117,7183.275588499999,9238.0,7208.972261500003,9232.0,3,3
ObsoleteLayoutParam,117,117,7186.626287000001,9241.0,7223.7038175000025,9241.0,3,3
ObsoleteLayoutParam,117,117,7205.943477999999,9241.0,7246.427749000001,9245.0,3,3
ObsoleteLayoutParam,117,117,7221.892367499999,9246.0,7254.575441000003,9256.0,3,3
ObsoleteLayoutParam,117,117,7265.8394735,9247.0,7258.934722499998,9337.0,3,3
ObsoleteLayoutParam,117,117,7307.309686500002,9251.0,7261.020673999999,9339.0,3,3
ObsoleteLayoutParam,117,117,7314.222051000002,9260.0,7289.3753284999975,9339.0,3,3
ObsoleteLayoutParam,117,117,7317.672336999999,9289.0,7316.726955500001,9341.0,3,3
ObsoleteLayoutParam,117,117,7320.718271499996,9291.0,7382.805105500001,9383.0,3,3
ObsoleteLayoutParam,117,117,7339.632209500001,9334.0,7397.328802500001,9383.0,3,3
ObsoleteLayoutParam,117,117,7394.291420999999,9340.0,7406.034406999999,9389.0,3,3
ObsoleteLayoutParam,117,117,7413.825167499998,9346.0,7407.865843500001,9396.0,3,3
ObsoleteLayoutParam,117,117,7434.925873500002,9387.0,7419.897777500002,9413.0,3,3
ObsoleteLayoutParam,117,117,7472.346007499999,9392.0,7504.1197735000005,9436.0,3,3
ObsoleteLayoutParam,117,117,7561.1931335,9438.0,7510.704247000001,9446.0,3,3
ObsoleteLayoutParam,117,117,7662.635393999998,9441.0,7515.896529999999,9447.0,3,3
ObsoleteLayoutParam,117,117,7665.999429,9441.0,7533.0978595000015,9449.0,3,3
ObsoleteLayoutParam,117,117,7680.322525999999,9442.0,7610.922923499999,9541.0,3,3
ObsoleteLayoutParam,117,117,9691.938202000003,9453.0,7621.975196000005,9651.0,3,3
ObsoleteLayoutParam,117,117,9784.902148999998,9646.0,7627.677878499999,9653.0,3,3
ObsoleteLayoutParam,117,117,6465.96974,9539.0,6290.379238999999,9481.0,3,3
ObsoleteLayoutParam,117,117,6476.9780839999985,9606.0,6364.6216155,9640.0,3,3
ObsoleteLayoutParam,117,117,6499.578605000003,9632.0,6469.428911000003,9643.0,3,3
ObsoleteLayoutParam,117,117,6501.184276500002,9639.0,6485.722850499999,9649.0,3,3
ObsoleteLayoutParam,117,117,6532.801977000001,9640.0,6489.969137999998,9681.0,3,3
ObsoleteLayoutParam,117,117,6546.782335000001,9647.0,6547.121405999999,9691.0,3,3
ObsoleteLayoutParam,117,117,6562.5610830000005,9693.0,6549.393980500002,9702.0,3,3
ObsoleteLayoutParam,117,117,6574.586689500001,9693.0,6574.386601999999,9732.0,3,3
ObsoleteLayoutParam,117,117,6601.172748999999,9694.0,6594.624053000001,9735.0,3,3
ObsoleteLayoutParam,117,117,6612.614637499999,9735.0,6600.627779500002,9740.0,3,3
ObsoleteLayoutParam,117,117,6618.1802945,9739.0,6609.679984000001,9746.0,3,3
ObsoleteLayoutParam,117,117,6649.459769999999,9740.0,6610.450056999997,9747.0,3,3
ObsoleteLayoutParam,117,117,6655.426511999999,9828.0,6613.588281000002,9749.0,3,3
ObsoleteLayoutParam,117,117,6662.850110999999,9829.0,6617.001426000001,9749.0,3,3
ObsoleteLayoutParam,117,117,6667.375375000001,9835.0,6620.137594500002,9751.0,3,3
ObsoleteLayoutParam,117,117,6678.311209000001,9835.0,6626.365268999996,9792.0,3,3
ObsoleteLayoutParam,117,117,6717.890733500001,9839.0,6634.176335,9835.0,3,3
ObsoleteLayoutParam,117,117,6731.01119,9845.0,6666.4265454999995,9837.0,3,3
ObsoleteLayoutParam,117,117,6760.840133499999,9848.0,6672.482339000001,9839.0,3,3
ObsoleteLayoutParam,117,117,6767.444520999998,9850.0,6763.751648500001,9841.0,3,3
ObsoleteLayoutParam,117,117,6773.6977080000015,9886.0,6799.2104624999965,9843.0,3,3
ObsoleteLayoutParam,117,117,6822.669750499999,9890.0,6908.586304000001,9853.0,3,3
ObsoleteLayoutParam,117,117,6872.106325000001,9891.0,6918.507255999999,9937.0,3,3
